"Nr okręgu";"Nr listy";"Pozycja na liście";"Nazwisko i imiona";"Nazwa komitetu";"Płeć";"Zawód";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Przynależność do partii";"Poparcie";"Liczba głosów";"Procent głosów oddanych na listę";"Procent głosów oddanych w okręgu";"Czy przyznano mandat"
12;5;13;"Justyna Katarzyna SAK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"specjalista kontroli jakości";"Stróża";"120904";"gm. Pcim";"członek partii politycznej: Ruch Narodowy";"";406;"1,41";"0,11";"Nie"
12;5;14;"Ewelina SZCZEPANIEC";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"pielęgniarka - specjalista pielęgniarstwa kardiologicznego";"Lubień";"120902";"gm. Lubień";"członek partii politycznej: Ruch Narodowy";"";505;"1,76";"0,14";"Nie"
12;5;15;"Sylwia Małgorzata SIŁUSZYK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"nauczyciel edukacji wczesnoszkolnej";"Myślenice";"120903";"gm. Myślenice";"nie należy do partii politycznej";"";339;"1,18";"0,09";"Nie"
12;5;16;"Piotr Bogdan PIECHOTA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"ratownik medyczny";"Sułkowice";"120907";"gm. Sułkowice";"członek partii politycznej: Ruch Narodowy";"";857;"2,98";"0,24";"Nie"
12;6;1;"Dorota NIEDZIELA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"lekarz weterynarii";"Kęty";"121304";"gm. Kęty";"członek partii politycznej: Platforma Obywatelska RP";"";28783;"32,56";"7,89";"Tak"
12;6;2;"Marek Jan SOWA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"ekonomista";"Bobrek";"121303";"gm. Chełmek";"członek partii politycznej: Platforma Obywatelska RP";"";24652;"27,88";"6,76";"Tak"
12;6;3;"Joanna Ewa JAWORSKA-NOWAK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"farmaceuta";"Sucha Beskidzka";"121502";"m. Sucha Beskidzka";"członek partii politycznej: Platforma Obywatelska RP";"";4243;"4,80";"1,16";"Nie"
12;6;4;"Bartłomiej Łukasz GĘBALA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"wyższy urzędnik samorządowy";"Libiąż";"120304";"gm. Libiąż";"członek partii politycznej: Platforma Obywatelska RP";"";8793;"9,95";"2,41";"Nie"
12;6;5;"Józef Wojciech TOMAL";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"nauczyciel";"Myślenice";"120903";"gm. Myślenice";"nie należy do partii politycznej";"";6204;"7,02";"1,70";"Nie"
12;6;6;"Jagoda Maria SZPAK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"prawnik";"Chrzanów";"120303";"gm. Chrzanów";"członek partii politycznej: Platforma Obywatelska RP";"";2019;"2,28";"0,55";"Nie"
12;6;7;"Dominik Jan MIECZYŃSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"konsultant agent sprzedaży bezpośredniej";"Andrychów";"121801";"gm. Andrychów";"członek partii politycznej: Platforma Obywatelska RP";"";567;"0,64";"0,16";"Nie"
12;6;8;"Jan LUBERDA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"masarz";"Pcim";"120904";"gm. Pcim";"nie należy do partii politycznej";"";629;"0,71";"0,17";"Nie"
12;6;9;"Marzena Elżbieta JEWUŁA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"ekonomista";"Trzebinia";"120305";"gm. Trzebinia";"nie należy do partii politycznej";"";930;"1,05";"0,26";"Nie"
12;6;10;"Janusz Kazimierz DYDUCH";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"emeryt";"Sucha Beskidzka";"121502";"m. Sucha Beskidzka";"członek partii politycznej: Platforma Obywatelska RP";"";1411;"1,60";"0,39";"Nie"
12;6;11;"Andrzej Stanisław STAWICKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"menager";"Dobczyce";"120901";"gm. Dobczyce";"członek partii politycznej: Platforma Obywatelska RP";"";500;"0,57";"0,14";"Nie"
12;6;12;"Katarzyna Elżbieta BLIŹNIAK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"przedstawiciel handlowy";"Jawiszowice";"121302";"gm. Brzeszcze";"członek partii politycznej: Nowoczesna";"";859;"0,97";"0,24";"Nie"
12;6;13;"Krystian Kamil POGAN";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"sprzedawca";"Chocznia";"121809";"gm. Wadowice";"członek partii politycznej: Platforma Obywatelska RP";"";436;"0,49";"0,12";"Nie"
12;6;14;"Renata Anna VAN DE LOGT";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"rolnik";"Lanckorona";"121804";"gm. Lanckorona";"członek partii politycznej: Platforma Obywatelska RP";"";747;"0,84";"0,20";"Nie"
12;6;15;"Adam KANIA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"emeryt";"Bieńkówka";"121503";"gm. Budzów";"członek partii politycznej: Platforma Obywatelska RP";"";542;"0,61";"0,15";"Nie"
12;6;16;"Sebastian Jakub MLAK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"ekonomista";"Wadowice";"121809";"gm. Wadowice";"członek partii politycznej: Platforma Obywatelska RP";"";7093;"8,02";"1,95";"Nie"
12;7;1;"Mariusz Andrzej OWSIANKA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"operator maszyn i urządzeń";"Naszacowice";"121014";"gm. Podegrodzie";"członek partii politycznej: Polska Jest Jedna";"";3791;"46,84";"1,04";"Nie"
12;7;2;"Przemysław Wojciech PAW";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"ekonomista";"Malec";"121304";"gm. Kęty";"nie należy do partii politycznej";"";611;"7,55";"0,17";"Nie"
12;7;3;"Wiktor KIERCZAK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"technolog - programista obrabiarek";"Brzezinka";"121801";"gm. Andrychów";"członek partii politycznej: Polska Jest Jedna";"";498;"6,15";"0,14";"Nie"
12;7;4;"Andrzej MAŚLAK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"audytor energetyczny";"Myślenice";"120903";"gm. Myślenice";"nie należy do partii politycznej";"";626;"7,74";"0,17";"Nie"
12;7;5;"Marek Wojciech WÓJCIK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"pedagog";"Bulowice";"121304";"gm. Kęty";"nie należy do partii politycznej";"";396;"4,89";"0,11";"Nie"
12;7;6;"Anna FILIPIAK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"technik ekonomista";"Węglówka";"120909";"gm. Wiśniowa";"nie należy do partii politycznej";"";526;"6,50";"0,14";"Nie"
12;7;7;"Piotr BIZOŃ";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"drukarz sitodrukowy";"Andrychów";"121801";"gm. Andrychów";"nie należy do partii politycznej";"";393;"4,86";"0,11";"Nie"
12;7;8;"Magdalena KŁAPETA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"sprzedawca";"Wadowice";"121809";"gm. Wadowice";"nie należy do partii politycznej";"";195;"2,41";"0,05";"Nie"
12;7;9;"Krzysztof Leszek WYBITUŁA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"technik mechanik";"Łączany";"121802";"gm. Brzeźnica";"nie należy do partii politycznej";"";117;"1,45";"0,03";"Nie"
12;7;10;"Aneta Beata ZAŁUSKA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"pracownik biurowy";"Klecza Dolna";"121809";"gm. Wadowice";"nie należy do partii politycznej";"";189;"2,34";"0,05";"Nie"
12;7;11;"Arkadiusz Paweł RZESZUTEK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"monter sieci wodnych i kanalizacyjnych";"Żywiec";"241701";"m. Żywiec";"nie należy do partii politycznej";"";60;"0,74";"0,02";"Nie"
12;7;12;"Patrycja BIGOS";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"cukiernik";"Frydman";"121108";"gm. Łapsze Niżne";"nie należy do partii politycznej";"";304;"3,76";"0,08";"Nie"
12;7;13;"Danuta Katarzyna NAWARA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"pielęgniarka";"Rabka-Zdrój";"121112";"gm. Rabka-Zdrój";"nie należy do partii politycznej";"";142;"1,75";"0,04";"Nie"
12;7;14;"Monika Helena JURZEC";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"przedsiębiorca";"Szaflary";"121114";"gm. Szaflary";"nie należy do partii politycznej";"";245;"3,03";"0,07";"Nie"
13;1;1;"Zbigniew ŻYŁA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"lekarz";"Wolbrom";"121207";"gm. Wolbrom";"nie należy do partii politycznej";"";4159;"36,43";"0,55";"Nie"
13;1;2;"Rafał MALISZEWSKI";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"ekonomista";"Warszawa";"146504";"Bielany";"nie należy do partii politycznej";"";574;"5,03";"0,08";"Nie"
13;1;3;"Lidia Krystyna HOSTYŃSKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"inżynier hutnik";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";738;"6,46";"0,10";"Nie"
13;1;4;"Krzysztof Stanisław MUDYŃ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"nauczyciel akademicki - nauki społeczne";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";333;"2,92";"0,04";"Nie"
13;1;5;"Agnieszka KLIMCZAK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"architekt";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";864;"7,57";"0,11";"Nie"
13;1;6;"Piotr Jerzy SUSZKO";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"lekarz";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";306;"2,68";"0,04";"Nie"
13;1;7;"Anita GALERA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"pielęgniarka";"Podzagnańszcze";"261003";"gm. Łączna";"nie należy do partii politycznej";"";346;"3,03";"0,05";"Nie"
13;1;8;"Piotr JANOWSKI";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"lekarz";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";282;"2,47";"0,04";"Nie"
13;1;9;"Michał FILIPEK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"przedsiębiorca";"Bartoszyce";"280101";"m. Bartoszyce";"nie należy do partii politycznej";"";508;"4,45";"0,07";"Nie"
13;1;10;"Barbara Maria DUDAŁA-KRALKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"rolnik";"Górki";"260802";"gm. Kije";"nie należy do partii politycznej";"";194;"1,70";"0,03";"Nie"
13;1;11;"Klaudia Beata BARCZYK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"pracownik biurowy";"Dłużec";"121207";"gm. Wolbrom";"nie należy do partii politycznej";"";377;"3,30";"0,05";"Nie"
13;1;12;"Jakub Aleksander GOLCZYK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"organizator imprez rozrywkowych";"Wieluń";"101709";"gm. Wieluń";"nie należy do partii politycznej";"";104;"0,91";"0,01";"Nie"
13;1;13;"Zbigniew POTYRAŁA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"inżynier budowlany";"Twardogóra";"021408";"gm. Twardogóra";"nie należy do partii politycznej";"";164;"1,44";"0,02";"Nie"
13;1;14;"Sławomir Krzysztof KORBEL";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"handlowiec";"Oświęcim";"121301";"m. Oświęcim";"nie należy do partii politycznej";"";109;"0,95";"0,01";"Nie"
13;1;15;"Aleksandra Daria NOWAK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"inżynier środowiska";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";434;"3,80";"0,06";"Nie"
13;1;16;"Jakub Michał CYNDROWSKI";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"informatyk";"Lipowica";"260403";"gm. Chęciny";"nie należy do partii politycznej";"";94;"0,82";"0,01";"Nie"
13;1;17;"Lucyna Henryka KRUSZAK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"kasjer handlowy";"Chełm";"121207";"gm. Wolbrom";"nie należy do partii politycznej";"";91;"0,80";"0,01";"Nie"
13;1;18;"Katarzyna Elżbieta KRÓL-BRZÓSTOWICZ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"ekonomista";"Wrocław";"026401";"m. Wrocław";"nie należy do partii politycznej";"";109;"0,95";"0,01";"Nie"
13;1;19;"Paweł Stanisław KWIETNIAK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"technik budownictwa";"Kielce";"266101";"m. Kielce";"nie należy do partii politycznej";"";74;"0,65";"0,01";"Nie"
13;1;20;"Maria Regina ZDECHLIK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"logistyk";"Katowice";"246901";"m. Katowice";"nie należy do partii politycznej";"";191;"1,67";"0,03";"Nie"
13;1;21;"Katarzyna Małgorzata TRZASKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"pracownik produkcji";"Wolbrom";"121207";"gm. Wolbrom";"nie należy do partii politycznej";"";308;"2,70";"0,04";"Nie"
13;1;22;"Aleksandra Maria MIGOŃ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"cukiernik";"Zakopane";"121701";"m. Zakopane";"nie należy do partii politycznej";"";126;"1,10";"0,02";"Nie"
13;1;23;"Sławomir Roman CIUPA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"projektant architekt";"Słupsk";"226301";"m. Słupsk";"nie należy do partii politycznej";"";144;"1,26";"0,02";"Nie"
13;1;24;"Grzegorz Łukasz ŚWIERCZEK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"ekonomista";"Kąpiołki";"121207";"gm. Wolbrom";"nie należy do partii politycznej";"";159;"1,39";"0,02";"Nie"
13;1;25;"Michał Tomasz PŁOWIEC";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"student - bez zawodu";"Wolbrom";"121207";"gm. Wolbrom";"nie należy do partii politycznej";"";64;"0,56";"0,01";"Nie"
13;1;26;"Ilona Katarzyna GROSICKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"ekonomista";"Kielce";"266101";"m. Kielce";"nie należy do partii politycznej";"";221;"1,94";"0,03";"Nie"
13;1;27;"Grzegorz Jacek GOWIN";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"trener sportu";"Lubin";"021101";"m. Lubin";"nie należy do partii politycznej";"";343;"3,00";"0,05";"Nie"
13;2;1;"Rafał Paweł KOMAREWICZ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"lekarz";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";44808;"35,09";"5,92";"Tak"
13;2;2;"Ireneusz Jacek RAŚ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"historyk";"Książniczki";"120608";"gm. Michałowice";"członek partii politycznej: Centrum dla Polski";"";27518;"21,55";"3,63";"Tak"
13;2;3;"Małgorzata Diana SZOSTAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"tłumaczka";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";17629;"13,81";"2,33";"Nie"
13;2;4;"Piotr Marek KEMPF";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"dyrektor generalny";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";3700;"2,90";"0,49";"Nie"
13;2;5;"Karolina Anna GÓRNISIEWICZ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"architektka wnętrz";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";4374;"3,43";"0,58";"Nie"
13;2;6;"Jerzy PUŁKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"wyższy urzędnik samorządowy";"Gołcza";"120802";"gm. Gołcza";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";1979;"1,55";"0,26";"Nie"
13;2;7;"Monika Elżbieta MOTYCZYŃSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"nauczycielka";"Prandocin Wysiołek";"120612";"gm. Słomniki";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";2852;"2,23";"0,38";"Nie"
13;2;8;"Katarzyna Helena MITKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"nauczycielka";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";2364;"1,85";"0,31";"Nie"
13;2;9;"Patrycja Matylda DURSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"aktorka";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";2173;"1,70";"0,29";"Nie"
13;2;10;"Janusz Mariusz PASTERNAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"prezes";"Sułoszowa";"120613";"gm. Sułoszowa";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";1737;"1,36";"0,23";"Nie"
13;2;11;"Gwidon Lech WINIARSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"ekonomista";"Narama";"120603";"gm. Iwanowice";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";1132;"0,89";"0,15";"Nie"
13;2;12;"Adam Stanisław DOMAGAŁA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"strażak";"Miechów";"120805";"gm. Miechów";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";2069;"1,62";"0,27";"Nie"
13;2;13;"Jacek Piotr STAWOSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"inżynier budownictwa";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";1456;"1,14";"0,19";"Nie"
13;2;14;"Łukasz Jerzy GULIŃSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"politolog";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";333;"0,26";"0,04";"Nie"
13;2;15;"Daniel Arkadiusz RYŚ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"właściciel zakładu usługowego";"Rzeszotary";"120614";"gm. Świątniki Górne";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";1374;"1,08";"0,18";"Nie"
13;2;16;"Bożena Marianna POSEŁ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"pracownik ochrony fizycznej";"Jangrot";"121206";"gm. Trzyciąż";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";1022;"0,80";"0,13";"Nie"
13;2;17;"Zbigniew Piotr FRYC";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"inżynier elektroenergetyk";"Cholerzyn";"120607";"gm. Liszki";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";596;"0,47";"0,08";"Nie"
13;2;18;"Jolanta Anna GAJĘCKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"nauczyciel";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";1415;"1,11";"0,19";"Nie"
13;2;19;"Ewelina MIGACZ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"studentka";"Trzycierz";"121006";"gm. Korzenna";"nie należy do partii politycznej";"popierana przez partię polityczną: Polska 2050 Szymona Hołowni";926;"0,73";"0,12";"Nie"
13;2;20;"Marian APOSTOŁ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"prawnik";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";1417;"1,11";"0,19";"Nie"
13;2;21;"Ewa Joanna RAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"pracownik socjalny";"Czermna";"121616";"gm. Szerzyny";"nie należy do partii politycznej";"popierana przez partię polityczną: Polska 2050 Szymona Hołowni";763;"0,60";"0,10";"Nie"
13;2;22;"Bartłomiej Paweł SZWED";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"nauczyciel";"Skawina";"120611";"gm. Skawina";"nie należy do partii politycznej";"";1171;"0,92";"0,15";"Nie"
13;2;23;"Katarzyna Agnieszka ŁATAŚ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"przedsiębiorczyni";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"popierana przez partię polityczną: Polska 2050 Szymona Hołowni";470;"0,37";"0,06";"Nie"
13;2;24;"Rafał WIŚNIEWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"przedsiębiorca";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";625;"0,49";"0,08";"Nie"
13;2;25;"Renata Barbara KACZMARSKA-DREWNIAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"florystka";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"popierana przez partię polityczną: Polska 2050 Szymona Hołowni";400;"0,31";"0,05";"Nie"
13;2;26;"Wiesława ZBOROCH";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"technik ekonomista";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";215;"0,17";"0,03";"Nie"
13;2;27;"Monika Elżbieta WALAS";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"nauczyciel";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";712;"0,56";"0,09";"Nie"
13;2;28;"Marta Elżbieta PATENA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"matematyk";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";2463;"1,93";"0,33";"Nie"
13;3;1;"Maciej Roman GDULA";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"socjolog";"Warszawa";"146510";"Śródmieście";"członek partii politycznej: Nowa Lewica";"";16308;"19,50";"2,15";"Nie"
13;3;2;"Daria Iwona GOSEK-POPIOŁEK";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"kierowniczka domu kultury";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Lewica Razem";"";39054;"46,70";"5,16";"Tak"
13;3;3;"Jan ORKISZ";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"inżynier mechanik, maszyny i urządzenia przemysłowe";"Olkusz";"121205";"gm. Olkusz";"członek partii politycznej: Unia Pracy";"";3740;"4,47";"0,49";"Nie"
