"Nr okręgu";"Nr listy";"Pozycja na liście";"Nazwisko i imiona";"Nazwa komitetu";"Płeć";"Zawód";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Przynależność do partii";"Poparcie";"Liczba głosów";"Procent głosów oddanych na listę";"Procent głosów oddanych w okręgu";"Czy przyznano mandat"
39;1;19;"Justyna Agata MUSIAŁ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"pracownik do spraw produktów finansowych";"Bystrzyca";"021504";"gm. Oława";"nie należy do partii politycznej";"";356;"3,76";"0,06";"Nie"
39;1;20;"Wojciech OLCZYK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"inżynier budownictwa - budownictwo ogólne";"Skórzewo";"302105";"gm. Dopiewo";"nie należy do partii politycznej";"";439;"4,63";"0,07";"Nie"
39;2;1;"Ewa Katarzyna SCHÄDLER";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"przedsiębiorca";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";33815;"34,30";"5,67";"Tak"
39;2;2;"Jacek Jerzy TOMCZAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"notariusz";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Centrum dla Polski";"";24918;"25,27";"4,18";"Tak"
39;2;3;"Dobrosław Piotr ROLA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"pedagog";"Piła";"301901";"m. Piła";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";5586;"5,67";"0,94";"Nie"
39;2;4;"Marek Piotr BAUMGART";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"ekonomista";"Kobylnica";"302116";"gm. Swarzędz";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";3113;"3,16";"0,52";"Nie"
39;2;5;"Julia Maria KRAKOWIAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"specjalista do spraw pozyskiwania funduszy";"Wojnowice";"301303";"gm. Osieczna";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";3499;"3,55";"0,59";"Nie"
39;2;6;"Michał GNIATKOWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"radca prawny";"Swarzędz";"302116";"gm. Swarzędz";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";3092;"3,14";"0,52";"Nie"
39;2;7;"Mikołaj RACZKIEWICZ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"inżynier ekoenergetyki";"Stęszew";"302114";"gm. Stęszew";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";2269;"2,30";"0,38";"Nie"
39;2;8;"Ewa Maria PATALAS";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"chemik";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";2946;"2,99";"0,49";"Nie"
39;2;9;"Jolanta JAZIC";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"zarządca nieruchomości";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";597;"0,61";"0,10";"Nie"
39;2;10;"Agata SOBCZYK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"ekonomista";"Skórzewo";"302105";"gm. Dopiewo";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";6117;"6,20";"1,03";"Nie"
39;2;11;"Paweł Czesław SIEMIŃSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"ekonomista";"Sady";"302117";"gm. Tarnowo Podgórne";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";539;"0,55";"0,09";"Nie"
39;2;12;"Natalia MAŁYSZKA-ŁUKOMSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"genetyk";"Poznań";"306401";"m. Poznań";"nie należy do partii politycznej";"popierana przez partię polityczną: Polska 2050 Szymona Hołowni";1965;"1,99";"0,33";"Nie"
39;2;13;"Arkadiusz Stanisław BŁOCHOWIAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"inżynier rolnictwa";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";741;"0,75";"0,12";"Nie"
39;2;14;"Robert Piotr KLONOWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"strażak";"Poznań";"306401";"m. Poznań";"nie należy do partii politycznej";"popierany przez partię polityczną: Polska 2050 Szymona Hołowni";794;"0,81";"0,13";"Nie"
39;2;15;"Miranda Beata PAWŁOWSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"urzędnik samorządowy";"Swarzędz";"302116";"gm. Swarzędz";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";589;"0,60";"0,10";"Nie"
39;2;16;"Adam SZABELSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"nauczyciel";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";1375;"1,39";"0,23";"Nie"
39;2;17;"Wojciech Tadeusz WOŚKOWIAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"administrator osiedla";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";590;"0,60";"0,10";"Nie"
39;2;18;"Marcin KONOPA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"inżynier budownictwa";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";1077;"1,09";"0,18";"Nie"
39;2;19;"Jakub Marek MARCINIAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"student prawa";"Poznań";"306401";"m. Poznań";"nie należy do partii politycznej";"";1139;"1,16";"0,19";"Nie"
39;2;20;"Agnieszka Jadwiga WIŚNIEWSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"ekonomista";"Dachowa";"302109";"gm. Kórnik";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";3828;"3,88";"0,64";"Nie"
39;3;1;"Katarzyna UEBERHAN";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"filozofka";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Nowa Lewica";"";24485;"33,38";"4,11";"Tak"
39;3;2;"Katarzyna Maria KRETKOWSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"nauczyciel akademicki";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Nowa Lewica";"";14452;"19,70";"2,42";"Nie"
39;3;3;"Dawid MAJEWSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"fotograf";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Lewica Razem";"";5933;"8,09";"1,00";"Nie"
39;3;4;"Dawid Paweł MURAWA";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"lekarz";"Poznań";"306401";"m. Poznań";"nie należy do partii politycznej";"";7199;"9,82";"1,21";"Nie"
39;3;5;"Beata Kinga URBAŃSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"specjalista bankowości";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Nowa Lewica";"";2288;"3,12";"0,38";"Nie"
39;3;6;"Katarzyna TRZECIAK";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"pozostali specjaliści do spraw księgowości i rachunkowości";"Komorniki";"302107";"gm. Komorniki";"nie należy do partii politycznej";"";3219;"4,39";"0,54";"Nie"
39;3;7;"Łukasz GARCZEWSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"dyrektor ds. badawczo-rozwojowych";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Lewica Razem";"";1038;"1,42";"0,17";"Nie"
39;3;8;"Emilia MAJERYK";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"studentka";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Nowa Lewica";"";2256;"3,08";"0,38";"Nie"
39;3;9;"Henryk KANIA";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"radny";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Nowa Lewica";"";1032;"1,41";"0,17";"Nie"
39;3;10;"Halina Maria OWSIANNA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"kierownik agencji ds. usług turystycznych";"Poznań";"306401";"m. Poznań";"nie należy do partii politycznej";"";1734;"2,36";"0,29";"Nie"
39;3;11;"Jana SHOSTAK";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"nauczycielka akademicka - sztuka";"Warszawa";"146519";"Żoliborz";"nie należy do partii politycznej";"";1786;"2,44";"0,30";"Nie"
39;3;12;"Łukasz Mateusz DYLEWICZ";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"specjalista ds. wynagrodzeń";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Lewica Razem";"";802;"1,09";"0,13";"Nie"
39;3;13;"Daniel ŁUBIŃSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"nauczyciel akademicki - nauki humanistyczne";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Lewica Razem";"";663;"0,90";"0,11";"Nie"
39;3;14;"Agnieszka Marzena ANTKOWIAK";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"kierownik ds. usług turystycznych sektor prywatny";"Dymaczewo Stare";"302110";"gm. Mosina";"członek partii politycznej: Nowa Lewica";"";844;"1,15";"0,14";"Nie"
39;3;15;"Maciej Miłosz GÓRALSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"pozostali specjaliści z dziedziny prawa gdzie indziej niesklasyfikowani";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Lewica Razem";"";231;"0,31";"0,04";"Nie"
39;3;16;"Elżbieta GRODZKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"kierownik sklepu";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Nowa Lewica";"";1053;"1,44";"0,18";"Nie"
39;3;17;"Sławomir JERZYŃSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"programista aplikacji";"Pobiedziska";"302112";"gm. Pobiedziska";"członek partii politycznej: Nowa Lewica";"";324;"0,44";"0,05";"Nie"
39;3;18;"Patryk Piotr MARCINIAK";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"lakiernik proszkowy";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Nowa Lewica";"";396;"0,54";"0,07";"Nie"
39;3;19;"Zuzanna Sara LEWANDOWSKA-PIETRUSZKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"lekarz";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Lewica Razem";"";2531;"3,45";"0,42";"Nie"
39;3;20;"Michał Piotr KUCHARSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"pozostali filolodzy i tłumacze";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Lewica Razem";"";1079;"1,47";"0,18";"Nie"
39;4;1;"Szymon Andrzej SZYNKOWSKI VEL SĘK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"specjalista do spraw stosunków międzynarodowych";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Prawo i Sprawiedliwość";"";45167;"38,71";"7,58";"Tak"
39;4;2;"Bartłomiej Piotr WRÓBLEWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"nauczyciel akademicki";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Prawo i Sprawiedliwość";"";28860;"24,74";"4,84";"Tak"
39;4;3;"Jadwiga Katarzyna EMILEWICZ";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"politolog";"Mogilany";"120609";"gm. Mogilany";"nie należy do partii politycznej";"";26876;"23,04";"4,51";"Nie"
39;4;4;"Małgorzata Irena Aleksandra STRYJSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"lekarz";"Poznań";"306401";"m. Poznań";"nie należy do partii politycznej";"";1549;"1,33";"0,26";"Nie"
39;4;5;"Tadeusz ZYSK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"przedsiębiorca";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Prawo i Sprawiedliwość";"";2038;"1,75";"0,34";"Nie"
39;4;6;"Zbigniew CZERWIŃSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"przedsiębiorca";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Prawo i Sprawiedliwość";"";1321;"1,13";"0,22";"Nie"
39;4;7;"Klaudia STRZELECKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"samorządowiec";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Prawo i Sprawiedliwość";"";1859;"1,59";"0,31";"Nie"
39;4;8;"Jacek SOMMERFELD";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"samorządowiec";"Koziegłowy";"302104";"gm. Czerwonak";"członek partii politycznej: Prawo i Sprawiedliwość";"";1543;"1,32";"0,26";"Nie"
39;4;9;"Lidia Danuta DUDZIAK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"politolog";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Prawo i Sprawiedliwość";"";1768;"1,52";"0,30";"Nie"
39;4;10;"Barbara NOWAK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"ekonomista";"Przeźmierowo";"302117";"gm. Tarnowo Podgórne";"członek partii politycznej: Prawo i Sprawiedliwość";"";1064;"0,91";"0,18";"Nie"
39;4;11;"Marian Jan MARKIEWICZ";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"dyrektor wykonawczy";"Kostrzyn";"302108";"gm. Kostrzyn";"członek partii politycznej: Prawo i Sprawiedliwość";"";508;"0,44";"0,09";"Nie"
39;4;12;"Janusz Aleksander JAGIEŁKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"ekonomista";"Przeźmierowo";"302117";"gm. Tarnowo Podgórne";"członek partii politycznej: Prawo i Sprawiedliwość";"";300;"0,26";"0,05";"Nie"
39;4;13;"Aleksandra Maria KUŹ";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"nauczycielka";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Prawo i Sprawiedliwość";"";286;"0,25";"0,05";"Nie"
39;4;14;"Joanna Małgorzata WARGIN-TORCHAŁA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"politolog";"Mielno";"302104";"gm. Czerwonak";"członek partii politycznej: Republikanie";"";138;"0,12";"0,02";"Nie"
39;4;15;"Elżbieta LESZCZYŃSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"nauczyciel akademicki";"Poznań";"306401";"m. Poznań";"nie należy do partii politycznej";"";539;"0,46";"0,09";"Nie"
39;4;16;"Maria Anna GRELA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"politolog";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Prawo i Sprawiedliwość";"";437;"0,37";"0,07";"Nie"
39;4;17;"Andrzej KMIEĆ";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"inżynier budownictwa";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Prawo i Sprawiedliwość";"";269;"0,23";"0,05";"Nie"
39;4;18;"Mateusz Aleksander MATYSIAK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"elektromonter urządzeń sygnalizacyjnych";"Poznań";"306401";"m. Poznań";"nie należy do partii politycznej";"";267;"0,23";"0,04";"Nie"
39;4;19;"Arleta Waleria SZYMKOWIAK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"emeryt";"Rosnówko";"302107";"gm. Komorniki";"członek partii politycznej: Prawo i Sprawiedliwość";"";412;"0,35";"0,07";"Nie"
39;4;20;"Filip ŻELAZNY";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"prawnik";"Kórnik";"302109";"gm. Kórnik";"członek partii politycznej: Prawo i Sprawiedliwość";"";1465;"1,26";"0,25";"Nie"
39;5;1;"Piotr Edward TUCZYŃSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"historyk";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Nowa Nadzieja";"";16214;"46,09";"2,72";"Nie"
39;5;2;"Piotr Wojciech WAWRZYNIAK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"adwokat";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Ruch Narodowy";"";6039;"17,17";"1,01";"Nie"
39;5;3;"Dariusz Leszek SZYNDLER";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"adwokat";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Konfederacja Korony Polskiej";"";2413;"6,86";"0,40";"Nie"
39;5;4;"Przemysław Marek GRZEGOREK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"technik telekomunikacji";"Koziegłowy";"302104";"gm. Czerwonak";"członek partii politycznej: Nowa Nadzieja";"";978;"2,78";"0,16";"Nie"
39;5;5;"Sebastian Piotr CHUDERSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"pracownik biurowy";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Ruch Narodowy";"";462;"1,31";"0,08";"Nie"
39;5;6;"Paweł Dawid MALICKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"informatyk";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Nowa Nadzieja";"";1167;"3,32";"0,20";"Nie"
39;5;7;"Marcin Jan ŚWIDERSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"zootechnik";"Poznań";"306401";"m. Poznań";"nie należy do partii politycznej";"";786;"2,23";"0,13";"Nie"
39;5;8;"Juliusz Robert PRANKE";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"ogrodnik";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Nowa Nadzieja";"";383;"1,09";"0,06";"Nie"
39;5;9;"Daniel Marcin MICHALIK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"nauczyciel geografii";"Poznań";"306401";"m. Poznań";"członek partii politycznej: Konfederacja Korony Polskiej";"";399;"1,13";"0,07";"Nie"
39;5;10;"Izabela GŁOWACKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"kierownik sprzedaży wewnętrznej";"Robakowo";"302109";"gm. Kórnik";"nie należy do partii politycznej";"";1683;"4,78";"0,28";"Nie"
